text	score	binary	multilevel	id
It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .	0.986110	1	4	1894
Wilco fans will have a great time , and the movie should win the band a few new converts , too .	0.763890	1	3	1895
Tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances .	0.777780	1	3	1896
The date movie that Franz Kafka would have made .	0.472220	0	2	1897
The fact is that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer .	0.694440	1	3	1898
Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .	0.875000	1	4	1899
I liked this film a lot ...	0.791670	1	3	1900
... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .	0.736110	1	3	1901
A solid and refined piece of moviemaking imbued with passion and attitude .	0.930560	1	4	1902
Nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .	0.736110	1	3	1903
With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller	0.930560	1	4	1904
On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .	0.638890	1	3	1905
A weird , arresting little ride .	0.722220	1	3	1906
A fine film , but it would be a lot better if it stuck to Betty Fisher and left out the other stories .	0.430560	0	2	1907
A first-class road movie that proves you can run away from home , but your ego and all your problems go with you .	0.888890	1	4	1908
You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .	0.291670	0	1	1909
Well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin .	0.888890	1	4	1910
A backstage must-see for true fans of comedy .	0.847220	1	4	1911
There 's back-stabbing , inter-racial desire and , most importantly , singing and dancing .	0.666670	1	3	1912
The film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from Paul 's perspective .	0.666670	1	3	1913
Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .	0.916670	1	4	1914
In the disturbingly involving family dysfunctional drama How I Killed My Father , French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition	0.638890	1	3	1915
Below may not mark Mr. Twohy 's emergence into the mainstream , but his promise remains undiminished .	0.722220	1	3	1916
There 's no reason to miss Interview with the Assassin	0.805560	1	4	1917
Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .	0.805560	1	4	1918
Its sheer dynamism is infectious .	0.666670	1	3	1919
For his first attempt at film noir , Spielberg presents a fascinating but flawed look at the near future .	0.638890	1	3	1920
it somehow managed to make its way past my crappola radar and find a small place in my heart	0.597220	1	2	1921
Perhaps it 's cliche to call the film ` refreshing , ' but it is .	0.805560	1	4	1922
` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .	0.875000	1	4	1923
It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .	0.666670	1	3	1924
The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .	0.541670	1	2	1925
The movie is well done , but slow .	0.388890	0	1	1926
( A ) wonderfully loopy tale of love , longing , and voting .	0.805560	1	4	1927
The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react .	0.708330	1	3	1928
The last scenes of the film are anguished , bitter and truthful .	0.763890	1	3	1929
Mr. Koshashvili is a director to watch .	0.833330	1	4	1930
Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .	0.638890	1	3	1931
Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .	0.694440	1	3	1932
One feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism .	0.763890	1	3	1933
It challenges , this nervy oddity , like modern art should .	0.722220	1	3	1934
Whenever you think you 've figured out Late Marriage , it throws you for a loop .	0.638890	1	3	1935
The Pianist is Polanski 's best film .	0.833330	1	4	1936
It is a testament of quiet endurance , of common concern , of reconciled survival .	0.569440	1	2	1937
This Orange has some juice , but it 's far from fresh-squeezed .	0.388890	0	1	1938
A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China .	0.694440	1	3	1939
High Crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort .	0.583330	1	2	1940
Cusack 's just brilliant in this .	0.875000	1	4	1941
Knows how to make our imagination wonder .	0.833330	1	4	1942
Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema .	0.666670	1	3	1943
The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy .	0.805560	1	4	1944
Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .	0.625000	1	3	1945
Malcolm McDowell is cool .	0.694440	1	3	1946
Paul Bettany is cool .	0.736110	1	3	1947
Paul Bettany playing Malcolm McDowell ?	0.500000	0	2	1948
Cool .	0.666670	1	3	1949
A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .	0.777780	1	3	1950
... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance	0.416670	0	2	1951
An inventive , absorbing movie that 's as hard to classify as it is hard to resist .	0.888890	1	4	1952
It made me want to get made-up and go see this movie with my sisters .	0.722220	1	3	1953
I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .	0.888890	1	4	1954
( Caine ) proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .	0.777780	1	3	1955
Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .	0.694440	1	3	1956
This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .	0.777780	1	3	1957
A captivating new film .	0.875000	1	4	1958
Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .	0.847220	1	4	1959
It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .	0.750000	1	3	1960
Reveals how important our special talents can be when put in service of of others .	0.750000	1	3	1961
It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .	0.722220	1	3	1962
With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .	0.833330	1	4	1963
A sharp , amusing study of the cult of celebrity .	0.666670	1	3	1964
The sentimental cliches mar an otherwise excellent film .	0.611110	1	3	1965
A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .	0.819440	1	4	1966
A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .	0.861110	1	4	1967
A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .	0.791670	1	3	1968
